
Loaded pretrained weights for efficientnet-b0
/opt/ml/level1_imageclassification_cv-level1-cv-15/model.py:108: UserWarning: nn.init.xavier_uniform is now deprecated in favor of nn.init.xavier_uniform_.
  nn.init.xavier_uniform(self.model.fc.weight)
Epoch[0/10](20/967) || training loss 0.9672 || training accuracy 6.56% || lr 2e-08
Epoch[6/10](120/967) || training loss 0.6578 || training accuracy 85.00% || lr 2e-05
Epoch[6/10](140/967) || training loss 0.6417 || training accuracy 87.19% || lr 2e-05
Epoch[6/10](160/967) || training loss 0.6112 || training accuracy 86.56% || lr 2e-05
Epoch[6/10](180/967) || training loss 0.6322 || training accuracy 88.12% || lr 2e-05
Epoch[6/10](200/967) || training loss 0.616 || training accuracy 87.81% || lr 2e-05
Epoch[6/10](220/967) || training loss 0.6154 || training accuracy 88.12% || lr 2e-05
Epoch[6/10](240/967) || training loss 0.6432 || training accuracy 88.75% || lr 2e-05
Epoch[6/10](260/967) || training loss 0.6344 || training accuracy 86.25% || lr 2e-05
Epoch[6/10](280/967) || training loss 0.6249 || training accuracy 89.06% || lr 2e-05
Epoch[6/10](300/967) || training loss 0.6306 || training accuracy 88.75% || lr 2e-05
Epoch[6/10](320/967) || training loss 0.6162 || training accuracy 90.00% || lr 2e-05
Epoch[6/10](340/967) || training loss 0.6297 || training accuracy 91.25% || lr 2e-05
Epoch[6/10](360/967) || training loss 0.6449 || training accuracy 86.56% || lr 2e-05
Epoch[6/10](380/967) || training loss 0.6443 || training accuracy 87.81% || lr 2e-05
Epoch[6/10](400/967) || training loss 0.6316 || training accuracy 87.81% || lr 2e-05
Epoch[6/10](420/967) || training loss 0.6501 || training accuracy 87.50% || lr 2e-05
Epoch[6/10](440/967) || training loss 0.5973 || training accuracy 89.38% || lr 2e-05
Epoch[6/10](460/967) || training loss 0.6287 || training accuracy 88.44% || lr 2e-05
Epoch[6/10](480/967) || training loss 0.6171 || training accuracy 85.00% || lr 2e-05
Epoch[6/10](500/967) || training loss 0.6307 || training accuracy 87.50% || lr 2e-05
Epoch[6/10](520/967) || training loss 0.6517 || training accuracy 85.94% || lr 2e-05
Epoch[6/10](540/967) || training loss 0.6138 || training accuracy 86.56% || lr 2e-05
Epoch[6/10](560/967) || training loss 0.6039 || training accuracy 90.31% || lr 2e-05
Epoch[6/10](580/967) || training loss 0.6346 || training accuracy 88.75% || lr 2e-05
Epoch[6/10](600/967) || training loss 0.6355 || training accuracy 86.25% || lr 2e-05
Epoch[6/10](620/967) || training loss 0.6239 || training accuracy 86.56% || lr 2e-05
Epoch[6/10](640/967) || training loss 0.6239 || training accuracy 88.44% || lr 2e-05
Epoch[6/10](660/967) || training loss 0.6329 || training accuracy 87.81% || lr 2e-05
Epoch[6/10](680/967) || training loss 0.5966 || training accuracy 86.56% || lr 2e-05
Epoch[6/10](700/967) || training loss 0.6397 || training accuracy 88.44% || lr 2e-05
Epoch[6/10](720/967) || training loss 0.6346 || training accuracy 90.31% || lr 2e-05
Epoch[6/10](740/967) || training loss 0.6261 || training accuracy 89.69% || lr 2e-05
Epoch[6/10](760/967) || training loss 0.6236 || training accuracy 87.81% || lr 2e-05
Epoch[6/10](780/967) || training loss 0.6561 || training accuracy 84.38% || lr 2e-05
Epoch[6/10](800/967) || training loss 0.6003 || training accuracy 91.25% || lr 2e-05
Epoch[6/10](820/967) || training loss 0.6252 || training accuracy 88.75% || lr 2e-05
Epoch[6/10](840/967) || training loss 0.6476 || training accuracy 85.94% || lr 2e-05
Epoch[6/10](860/967) || training loss 0.6173 || training accuracy 90.94% || lr 2e-05
Epoch[6/10](880/967) || training loss 0.6457 || training accuracy 88.75% || lr 2e-05
Epoch[6/10](900/967) || training loss 0.6282 || training accuracy 86.25% || lr 2e-05
Epoch[6/10](920/967) || training loss 0.6377 || training accuracy 85.00% || lr 2e-05
Epoch[6/10](940/967) || training loss 0.6268 || training accuracy 88.75% || lr 2e-05
Epoch[6/10](960/967) || training loss 0.6166 || training accuracy 90.31% || lr 2e-05
Calculating validation results...
[Val] acc : 87.41%, loss: 0.47 || best acc : 87.70%, best loss: 0.47
Epoch[7/10](20/967) || training loss 0.6544 || training accuracy 86.88% || lr 2e-05
Epoch[7/10](40/967) || training loss 0.6172 || training accuracy 88.44% || lr 2e-05
Epoch[7/10](60/967) || training loss 0.5889 || training accuracy 89.06% || lr 2e-05
Epoch[7/10](80/967) || training loss 0.6194 || training accuracy 89.38% || lr 2e-05
Epoch[7/10](100/967) || training loss 0.6062 || training accuracy 88.12% || lr 2e-05
Epoch[7/10](120/967) || training loss 0.6194 || training accuracy 90.00% || lr 2e-05
Epoch[7/10](140/967) || training loss 0.6526 || training accuracy 86.25% || lr 2e-05
Epoch[7/10](160/967) || training loss 0.6234 || training accuracy 88.12% || lr 2e-05
Epoch[7/10](180/967) || training loss 0.6007 || training accuracy 88.12% || lr 2e-05
Epoch[7/10](200/967) || training loss 0.6619 || training accuracy 86.25% || lr 2e-05
Epoch[7/10](220/967) || training loss 0.6048 || training accuracy 90.62% || lr 2e-05
Epoch[7/10](240/967) || training loss 0.6131 || training accuracy 90.00% || lr 2e-05
Epoch[7/10](260/967) || training loss 0.6219 || training accuracy 88.12% || lr 2e-05
Epoch[7/10](280/967) || training loss 0.6011 || training accuracy 89.06% || lr 2e-05
Epoch[7/10](300/967) || training loss 0.6272 || training accuracy 89.69% || lr 2e-05
Epoch[7/10](320/967) || training loss 0.603 || training accuracy 90.00% || lr 2e-05
Epoch[7/10](340/967) || training loss 0.635 || training accuracy 89.38% || lr 2e-05
Epoch[7/10](360/967) || training loss 0.6109 || training accuracy 89.69% || lr 2e-05
Epoch[7/10](380/967) || training loss 0.6208 || training accuracy 87.81% || lr 2e-05
Epoch[7/10](400/967) || training loss 0.6435 || training accuracy 89.38% || lr 2e-05
Epoch[7/10](420/967) || training loss 0.6038 || training accuracy 90.94% || lr 2e-05
Epoch[7/10](440/967) || training loss 0.6299 || training accuracy 88.44% || lr 2e-05
Epoch[7/10](460/967) || training loss 0.6373 || training accuracy 89.69% || lr 2e-05
Epoch[7/10](480/967) || training loss 0.6077 || training accuracy 90.94% || lr 2e-05
Epoch[7/10](500/967) || training loss 0.6257 || training accuracy 89.69% || lr 2e-05
Epoch[7/10](520/967) || training loss 0.6054 || training accuracy 90.31% || lr 2e-05
Epoch[7/10](540/967) || training loss 0.6255 || training accuracy 88.12% || lr 2e-05
Epoch[7/10](560/967) || training loss 0.5933 || training accuracy 92.19% || lr 2e-05
Epoch[7/10](580/967) || training loss 0.6362 || training accuracy 87.19% || lr 2e-05
Epoch[7/10](600/967) || training loss 0.6138 || training accuracy 89.69% || lr 2e-05
Epoch[7/10](620/967) || training loss 0.6354 || training accuracy 88.12% || lr 2e-05
Epoch[7/10](640/967) || training loss 0.6546 || training accuracy 86.25% || lr 2e-05
Epoch[7/10](660/967) || training loss 0.6234 || training accuracy 90.31% || lr 2e-05
Epoch[7/10](680/967) || training loss 0.614 || training accuracy 87.81% || lr 2e-05
Epoch[7/10](700/967) || training loss 0.6199 || training accuracy 89.06% || lr 2e-05
Epoch[7/10](720/967) || training loss 0.6115 || training accuracy 90.00% || lr 2e-05
Epoch[7/10](740/967) || training loss 0.63 || training accuracy 85.94% || lr 2e-05
Epoch[7/10](760/967) || training loss 0.6191 || training accuracy 89.69% || lr 2e-05
Epoch[7/10](780/967) || training loss 0.6173 || training accuracy 89.38% || lr 2e-05
Epoch[7/10](800/967) || training loss 0.6218 || training accuracy 89.06% || lr 2e-05
Epoch[7/10](820/967) || training loss 0.6062 || training accuracy 90.00% || lr 2e-05
Epoch[7/10](840/967) || training loss 0.5997 || training accuracy 93.44% || lr 2e-05
Epoch[7/10](860/967) || training loss 0.6306 || training accuracy 89.06% || lr 2e-05
Epoch[7/10](880/967) || training loss 0.6026 || training accuracy 90.62% || lr 2e-05
Epoch[7/10](900/967) || training loss 0.6322 || training accuracy 92.19% || lr 2e-05
Epoch[7/10](920/967) || training loss 0.5974 || training accuracy 91.88% || lr 2e-05
Epoch[7/10](940/967) || training loss 0.5968 || training accuracy 91.56% || lr 2e-05
Epoch[7/10](960/967) || training loss 0.6182 || training accuracy 92.50% || lr 2e-05
Calculating validation results...
[Val] acc : 86.53%, loss: 0.47 || best acc : 87.70%, best loss: 0.47
Epoch[8/10](20/967) || training loss 0.6188 || training accuracy 89.06% || lr 2e-05
Epoch[8/10](40/967) || training loss 0.5906 || training accuracy 87.50% || lr 2e-05
Epoch[8/10](60/967) || training loss 0.6152 || training accuracy 88.12% || lr 2e-05
Epoch[8/10](80/967) || training loss 0.6485 || training accuracy 86.88% || lr 2e-05
Epoch[8/10](100/967) || training loss 0.6321 || training accuracy 89.38% || lr 2e-05
Epoch[8/10](120/967) || training loss 0.5865 || training accuracy 92.81% || lr 2e-05
Epoch[8/10](140/967) || training loss 0.5999 || training accuracy 91.56% || lr 2e-05
Epoch[8/10](160/967) || training loss 0.6379 || training accuracy 88.44% || lr 2e-05
Epoch[8/10](180/967) || training loss 0.6229 || training accuracy 90.00% || lr 2e-05
Epoch[8/10](200/967) || training loss 0.5709 || training accuracy 91.56% || lr 2e-05
Epoch[8/10](220/967) || training loss 0.6126 || training accuracy 89.69% || lr 2e-05
Epoch[8/10](240/967) || training loss 0.6239 || training accuracy 89.38% || lr 2e-05
Epoch[8/10](260/967) || training loss 0.6047 || training accuracy 91.25% || lr 2e-05
Epoch[8/10](280/967) || training loss 0.6051 || training accuracy 92.81% || lr 2e-05
Epoch[8/10](300/967) || training loss 0.6132 || training accuracy 88.75% || lr 2e-05
Epoch[8/10](320/967) || training loss 0.644 || training accuracy 87.81% || lr 2e-05
Epoch[8/10](340/967) || training loss 0.5984 || training accuracy 92.81% || lr 2e-05
Epoch[8/10](360/967) || training loss 0.6228 || training accuracy 90.00% || lr 2e-05
Epoch[8/10](380/967) || training loss 0.6137 || training accuracy 88.44% || lr 2e-05
Epoch[8/10](400/967) || training loss 0.6277 || training accuracy 87.81% || lr 2e-05
Epoch[8/10](420/967) || training loss 0.6373 || training accuracy 85.00% || lr 2e-05
Epoch[8/10](440/967) || training loss 0.6049 || training accuracy 92.19% || lr 2e-05
Epoch[8/10](460/967) || training loss 0.6391 || training accuracy 87.50% || lr 2e-05
Epoch[8/10](480/967) || training loss 0.5883 || training accuracy 89.06% || lr 2e-05
Epoch[8/10](500/967) || training loss 0.6089 || training accuracy 90.94% || lr 2e-05
Epoch[8/10](520/967) || training loss 0.6108 || training accuracy 91.25% || lr 2e-05
Epoch[8/10](540/967) || training loss 0.5881 || training accuracy 93.12% || lr 2e-05
Epoch[8/10](560/967) || training loss 0.6511 || training accuracy 86.56% || lr 2e-05
Epoch[8/10](580/967) || training loss 0.6228 || training accuracy 90.31% || lr 2e-05
Epoch[8/10](600/967) || training loss 0.6254 || training accuracy 90.62% || lr 2e-05
Epoch[8/10](620/967) || training loss 0.6183 || training accuracy 90.94% || lr 2e-05
Epoch[8/10](640/967) || training loss 0.5889 || training accuracy 91.56% || lr 2e-05
Epoch[8/10](660/967) || training loss 0.5989 || training accuracy 90.94% || lr 2e-05
Epoch[8/10](680/967) || training loss 0.62 || training accuracy 91.56% || lr 2e-05
Epoch[8/10](700/967) || training loss 0.6109 || training accuracy 90.00% || lr 2e-05
Epoch[8/10](720/967) || training loss 0.6073 || training accuracy 90.31% || lr 2e-05
Epoch[8/10](740/967) || training loss 0.6241 || training accuracy 89.38% || lr 2e-05
Epoch[8/10](760/967) || training loss 0.6142 || training accuracy 90.00% || lr 2e-05
Epoch[8/10](780/967) || training loss 0.6291 || training accuracy 88.12% || lr 2e-05
Epoch[8/10](800/967) || training loss 0.5805 || training accuracy 90.31% || lr 2e-05
Epoch[8/10](820/967) || training loss 0.6026 || training accuracy 90.62% || lr 2e-05
Epoch[8/10](840/967) || training loss 0.6379 || training accuracy 90.00% || lr 2e-05
Epoch[8/10](860/967) || training loss 0.6113 || training accuracy 94.38% || lr 2e-05
Epoch[8/10](880/967) || training loss 0.614 || training accuracy 90.00% || lr 2e-05
Epoch[8/10](900/967) || training loss 0.5892 || training accuracy 93.12% || lr 2e-05
Epoch[8/10](920/967) || training loss 0.6423 || training accuracy 89.69% || lr 2e-05
Epoch[8/10](940/967) || training loss 0.5952 || training accuracy 91.56% || lr 2e-05
Epoch[8/10](960/967) || training loss 0.5848 || training accuracy 90.00% || lr 2e-05
Calculating validation results...
[Val] acc : 87.12%, loss: 0.47 || best acc : 87.70%, best loss: 0.47
Epoch[9/10](20/967) || training loss 0.5964 || training accuracy 90.94% || lr 2e-05
Epoch[9/10](40/967) || training loss 0.6309 || training accuracy 87.50% || lr 2e-05
Epoch[9/10](60/967) || training loss 0.6063 || training accuracy 90.31% || lr 2e-05
Epoch[9/10](80/967) || training loss 0.5816 || training accuracy 95.00% || lr 2e-05
Epoch[9/10](100/967) || training loss 0.6475 || training accuracy 91.56% || lr 2e-05
Epoch[9/10](120/967) || training loss 0.6068 || training accuracy 91.56% || lr 2e-05
Epoch[9/10](140/967) || training loss 0.6129 || training accuracy 91.25% || lr 2e-05
Epoch[9/10](160/967) || training loss 0.5826 || training accuracy 92.19% || lr 2e-05
Epoch[9/10](180/967) || training loss 0.5954 || training accuracy 89.38% || lr 2e-05
Epoch[9/10](200/967) || training loss 0.6094 || training accuracy 90.62% || lr 2e-05
Epoch[9/10](220/967) || training loss 0.6057 || training accuracy 88.12% || lr 2e-05
Epoch[9/10](240/967) || training loss 0.5921 || training accuracy 93.12% || lr 2e-05
Epoch[9/10](260/967) || training loss 0.5967 || training accuracy 90.00% || lr 2e-05
Epoch[9/10](280/967) || training loss 0.6092 || training accuracy 87.81% || lr 2e-05
Epoch[9/10](300/967) || training loss 0.6004 || training accuracy 92.50% || lr 2e-05
Epoch[9/10](320/967) || training loss 0.5895 || training accuracy 90.94% || lr 2e-05
Epoch[9/10](340/967) || training loss 0.6172 || training accuracy 90.94% || lr 2e-05
Epoch[9/10](360/967) || training loss 0.6078 || training accuracy 90.94% || lr 2e-05
Epoch[9/10](380/967) || training loss 0.6073 || training accuracy 91.56% || lr 2e-05
Epoch[9/10](400/967) || training loss 0.6015 || training accuracy 90.31% || lr 2e-05
Epoch[9/10](420/967) || training loss 0.5921 || training accuracy 91.25% || lr 2e-05
Epoch[9/10](440/967) || training loss 0.6138 || training accuracy 94.38% || lr 2e-05
Epoch[9/10](460/967) || training loss 0.568 || training accuracy 91.25% || lr 2e-05
Epoch[9/10](480/967) || training loss 0.624 || training accuracy 89.69% || lr 2e-05
Epoch[9/10](500/967) || training loss 0.6082 || training accuracy 94.06% || lr 2e-05
Epoch[9/10](520/967) || training loss 0.5946 || training accuracy 90.00% || lr 2e-05
Epoch[9/10](540/967) || training loss 0.5598 || training accuracy 95.31% || lr 2e-05
Epoch[9/10](560/967) || training loss 0.5838 || training accuracy 91.56% || lr 2e-05
Epoch[9/10](580/967) || training loss 0.6078 || training accuracy 94.06% || lr 2e-05
Epoch[9/10](600/967) || training loss 0.5912 || training accuracy 93.12% || lr 2e-05
Epoch[9/10](620/967) || training loss 0.6082 || training accuracy 89.38% || lr 2e-05
Epoch[9/10](640/967) || training loss 0.6229 || training accuracy 89.38% || lr 2e-05
Epoch[9/10](660/967) || training loss 0.6123 || training accuracy 88.75% || lr 2e-05
Epoch[9/10](680/967) || training loss 0.5867 || training accuracy 92.81% || lr 2e-05
Epoch[9/10](700/967) || training loss 0.587 || training accuracy 93.75% || lr 2e-05
Epoch[9/10](720/967) || training loss 0.6115 || training accuracy 91.56% || lr 2e-05
Epoch[9/10](740/967) || training loss 0.6299 || training accuracy 91.88% || lr 2e-05
Epoch[9/10](760/967) || training loss 0.608 || training accuracy 90.62% || lr 2e-05
Epoch[9/10](780/967) || training loss 0.6103 || training accuracy 91.88% || lr 2e-05
Epoch[9/10](800/967) || training loss 0.6088 || training accuracy 90.31% || lr 2e-05
Epoch[9/10](820/967) || training loss 0.5712 || training accuracy 94.06% || lr 2e-05
Epoch[9/10](840/967) || training loss 0.591 || training accuracy 93.75% || lr 2e-05
Epoch[9/10](860/967) || training loss 0.6124 || training accuracy 91.56% || lr 2e-05
Epoch[9/10](880/967) || training loss 0.606 || training accuracy 91.25% || lr 2e-05
Epoch[9/10](900/967) || training loss 0.6171 || training accuracy 90.31% || lr 2e-05
Epoch[9/10](920/967) || training loss 0.6167 || training accuracy 90.62% || lr 2e-05
Epoch[9/10](940/967) || training loss 0.6495 || training accuracy 87.19% || lr 2e-05
Epoch[9/10](960/967) || training loss 0.5882 || training accuracy 92.81% || lr 2e-05
Calculating validation results...
[Val] acc : 87.38%, loss: 0.46 || best acc : 87.70%, best loss: 0.46
